track_artist
Ed Sheeran
Maroon 5
Zara Larsson
The Chainsmokers
Lewis Capaldi
Ed Sheeran
Katy Perry
Sam Feldt
Avicii
Shawn Mendes
Ed Sheeran
Ellie Goulding
Loud Luxury
Avicii
Martin Garrix
Ed Sheeran
AJ Mitchell
David Guetta
Sam Smith
Steve Aoki
Avicii
R3HAB
David Guetta
AJ Mitchell
The Chainsmokers
Lewis Capaldi
Marshmello
Ellie Goulding
Ava Max
Nikki Vianna
Charlie Puth
Starley
Zara Larsson
Ava Max
James Arthur
MAX
Marshmello
The Chainsmokers
ILLENIUM
Bazzi vs.
Charli XCX
Kygo
Armin van Buuren
Billie Eilish
Ava Max
Sia
Sean Paul
Charli XCX
Estelle
Bastille
for KING & COUNTRY
Steve Aoki
Lil Nas X
Starley
Calvin Harris
R3HAB
Why Don't We
Olympis
DJ Snake
Smash Mouth
SHAED
David Guetta
Kaskade
GASHI
Bazzi vs.
Khalid
Herve Pagez
Mark Ronson
James Arthur
Arlissa
The Chainsmokers
Sam Feldt
Marshmello
5 Seconds of Summer
Ellie Goulding
Katy Perry
Gryffin
NOTD
Ed Sheeran
The Chainsmokers
Zara Larsson
Jonas Blue
Kaskade
Gryffin
Kygo
Zara Larsson
NOTD
3LAU
Kygo
Jonas Blue
Shawn Mendes
ILLENIUM
Loud Luxury
Avicii
Jax Jones
Zedd
NOTD
Steve Aoki
Gryffin
ILLENIUM
Mabel
A R I Z O N A
Steve Aoki
Starley
Alesso
ayokay
ARTY
Maggie Lindemann
Martin Garrix
Gryffin
Cashae
Galantis
Kygo
Carly Rae Jepsen
TiÃ«sto
Silk City
Shallou
benny blanco
Carly Rae Jepsen
R3HAB
DVBBS
Lost Kings
Armin van Buuren
Alesso
Elderbrook
Martin Garrix
FANNYPACK
Joel Corry
Herve Pagez
Lindsey Stirling
Zedd
Armin van Buuren
DJ Snake
The Chainsmokers
ODESZA
Zedd
Clean Bandit
Martin Garrix
Justin Bieber
The Black Eyed Peas
Calvin Harris
Riton
San Holo
David Guetta
The Chainsmokers
Calvin Harris
Alesso
Kygo
Ne-Yo
DJ Snake
The Chainsmokers
Zedd
Disclosure
David Guetta
Justin Bieber
Calvin Harris
Avicii
Dynoro
David Guetta
Skrillex
Katy Perry
J Balvin
Swedish House Mafia
Justin Timberlake
Ellie Goulding
Lady Gaga
Calvin Harris
Robin Schulz
Sigala
Kaskade
Hot Shade
Paul Kalkbrenner
MOTi
Dimitri Vegas & Like Mike
Becky Hill
Molella
MOTi
The Chainsmokers
GATTÃœSO
MEDUZA
Jonas Blue
Matt Simons
Skrillex
Ed Marquis
NOTD
Brando
Glaceo
TiÃ«sto
Kharfi
Lost Frequencies
Dua Lipa
Steve Void
Jax Jones
Armin van Buuren
David Guetta
PNAU
Mike Perry
FAULHABER
Audien
Martin Garrix
Prince Paris
Georgia Ku
Icarus
Madison Mars
Nahaze
DJ Ross
R3HAB
Phantoms
Deorro
Gryffin
TiÃ«sto
Yves V
Alok
Martin Solveig
R3HAB
Steve Aoki
Alex Gaudino
Felix Jaehn
Audien
David Guetta
SAINt JHN
Ofenbach
ARTY
Rita Ora
Ellie Goulding
Drax Project
Ed Sheeran
Kygo
Dzeko
Ellie Goulding
R3HAB
Don Diablo
Steve Aoki
Kygo
Sam Feldt
Andy Grammer
MOTi
Martin Garrix
Jonas Blue
Kygo
Valerie Broussard
Khalid
Alok
Panic! At The Disco
Hardwell
P!nk
Lewis Capaldi
Daya
Zara Larsson
NOTD
Why Don't We
James Arthur
Gryffin
Alesso
Borgeous
Clean Bandit
Hardwell
Dan + Shay
Marshmello
JP Cooper
Jess Glynne
David Guetta
Sigala
Frank Walker
Mabel
Ava Max
Young Bombs
OneRepublic
Syn Cole
Tyler Shaw
Sam Feldt
Nicky Romero
Sam Feldt
Faustix
George Ezra
XO Cupid
Faustix
Faustix
Winati
Tungevaag & Raaban
JubÃ«l
Avicii
John De Sohn
Olympis
Martin Jensen
Jax Jones
Lauv
Kris Kross Amsterdam
Tungevaag & Raaban
GAMPER & DADONI
Jess Glynne
Lauv
Vigiland
Marshmello
Drax Project
Sigala
Jess Glynne
Robin Schulz
Ellie Goulding
Alan Walker
Martin Garrix
Loud Luxury
Cheat Codes
Dennis Lloyd
Klingande
Hot Shade
Martin Jensen
Davai
Kygo
Loud Luxury
Alan Walker
Avicii
Kygo
Axel Johansson
Calvin Harris
Ed Sheeran
John De Sohn
Avicii
Starley
Chico Rose
Kygo
Clean Bandit
Mike Perry
Axwell /\ Ingrosso
Steff da Campo
Avicii
OneRepublic
Jonas Blue
Felix Jaehn
Dua Lipa
Jax Jones
Ilkay Sencan
TiÃ«sto
Gaullin
Martin Jensen
Ava Max
Lost Frequencies
Martin Garrix
Ava Max
Craig David
Lyente
Martin Garrix
Dimitri Vangelis & Wyman
Steve Brian
Billie Eilish
Fluex
Rob Tirea
SLATIN
Martin Garrix
Lvly
PULLER
CAZZETTE
TiÃ«sto
Dropgun
Galantis
Alicia Madison
Mike Williams
Armin van Buuren
Avicii
Dash Berlin
David Guetta
Catiso
Lush & Simon
Vargas & Lagola
TiÃ«sto
Sigala
Kygo
Bombs Away
Catiso
STVCKS
Ariana Grande
Tritonal
DJ Khaled
Axwell /\ Ingrosso
Jax Jones
Martin Garrix
oomiee
ARASHI
Shinn Yamada
TOMORROW X TOGETHER
Hiroomi Tosaka
GENERATIONS from EXILE TRIBE
E-girls
iamSHUM
DAOKO
CHANMINA
é¦™å–æ…Žå¾
EMMA WAHLIN
Ghost like girlfriend
Ryuji Imaichi
CREAM
THE RAMPAGE from EXILE TRIBE
INTERSECTION
chelmico
ASOBOiSM
FlowBack
SARM
ARASHI
SIRUP
Yo-Sea
eill
Rei Yasuda
Daichi Miura
phai
BABY-T
CREAM
çœŸä¹‹ä»‹
KEITA
ç©ºéŸ³
Sakurako Ohara
